experiment,dataset,model,attack,norm,kappa,n_total,n_clean_correct,n_clean_wrong,n_attack_success,n_attack_failed,clean_accuracy,adversarial_accuracy,attack_success_rate,mean_l2_distortion,median_l2_distortion,adv_examples_path,seed_tf,seed_numpy,status,notes
mnist_m2_cw_l2,mnist,M2,CW,L2,0.0,2,2,0,0,2,1.0,1.0,0.0,0.0,0.0,results\mnist\m2_cw\cw_l2_progress_smoke\kappa_0p0\adversarial_examples.npy,1234,20170830,executed,Last 1000 MNIST test digits by default: indices 9000-9999.
