experiment,dataset,model,attack,norm,n_total,n_clean_correct,n_clean_wrong,n_attack_success,n_attack_failed,clean_accuracy,adversarial_accuracy,attack_success_rate,mean_linf_distortion,median_linf_distortion,adv_examples_path,seed_tf,seed_numpy,status,notes
mnist_m2_cw_linf,mnist,M2,CW,Linf,1000,994,6,704,290,0.994,0.29,0.7082494969818913,0.3671405613422394,0.3921568691730499,C:\Users\Eduar\OneDrive\Documentos\GitHub\AdversarialImage-IDS\results\mnist\m2_cw\cw_linf\adversarial_examples.npy,1234,20170830,executed,Local TF1 CW Linf-style implementation; not CleverHans-provided.
