epsilon,total_examples,clean_accuracy,adversarial_accuracy,original_classified_wrong_number,disturbed_failure_number,successful_attacks,valid_attack_candidates,attack_success_rate,adv_min,adv_max,adversarial_examples_path
0.2,4500,0.9891111111111112,0.4348888888888889,49,1919,2532,4451,0.5688609301280612,0.0,1.0,C:\Users\Eduar\OneDrive\Documentos\GitHub\AdversarialImage-IDS\results\mnist\fgsm\eps_0p2\adversarial_examples.npy
