timestamp,batch_start,batch_end,n_done,n_total,percent_done,elapsed_seconds
2026-05-17 20:06:46,0,1,1,2,50.0,0.3054375648498535
2026-05-17 20:06:46,1,2,2,2,100.0,0.31043553352355957
