metric,2,3,4,5,6,7,8,9,10
RECALL,92.410538733779,83.40542666142352,91.34880062917814,11.403853716083367,6.291781360597719,26.0715690129768,42.587495084545814,48.997247345654735,50.0589854502556
PRECISION,98.44993715961458,99.29775280898876,99.3584260051326,96.66666666666667,96.3855421686747,99.25149700598801,99.54044117647058,99.52076677316293,99.60876369327075
F1 SCORE,95.33468559837729,90.66039752083779,95.18541282524072,20.400984875131904,11.812476928755999,41.29554655870445,59.65298815753236,65.66534914361,66.63177178749018
